Name,Artist,Album,Genre,Length,Path,UID
The Red Summer Sun,Third Eye Blind,Blue,Alternative Rock,5:25,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Blue\08 The Red Summer Sun.mp3,5
Camouflage,Third Eye Blind,Blue,Alternative Rock,4:45,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Blue\09 Camouflage.mp3,6
Farther,Third Eye Blind,Blue,Alternative Rock,3:45,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Blue\10 Farther.mp3,7
Slow Motion,Third Eye Blind,Blue,Alternative Rock,4:33,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Blue\11 Slow Motion.mp3,8
Darkness,Third Eye Blind,Blue,Alternative Rock,5:10,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Blue\12 Darkness.mp3,9
Darwin,Third Eye Blind,Blue,Alternative Rock,5:55,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Blue\13 Darwin.mp3,10
Faster,Third Eye Blind,Out Of The Vein,Alternative Rock,3:32,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\01 Faster.mp3,0
Blinded,Third Eye Blind,Out Of The Vein,Alternative Rock,4:22,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\02 Blinded.mp3,1
Danger,Third Eye Blind,Out Of The Vein,Alternative Rock,3:12,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\04 Danger.mp3,2
Crystal Baller,Third Eye Blind,Out Of The Vein,Alternative Rock,4:15,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\05 Crystal Baller.mp3,3
My Hit And Run,Third Eye Blind,Out Of The Vein,Alternative Rock,4:22,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\06 My Hit And Run.mp3,4
Misfits,Third Eye Blind,Out Of The Vein,Alternative Rock,4:19,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\07 Misfits.mp3,5
Wake For Young Souls,Third Eye Blind,Out Of The Vein,Alternative Rock,4:38,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\09 Wake For Young Souls.mp3,6
Palm Reader,Third Eye Blind,Out Of The Vein,Alternative Rock,4:54,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\10 Palm Reader.mp3,7
Self Righteous,Third Eye Blind,Out Of The Vein,Alternative Rock,6:18,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\11 Self Righteous.mp3,8
Company,Third Eye Blind,Out Of The Vein,Alternative Rock,3:54,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\12 Company.mp3,9
Good Man,Third Eye Blind,Out Of The Vein,Alternative Rock,9:23,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\13 Good Man.mp3,10
Another Life,Third Eye Blind,Out Of The Vein,Alternative Rock,4:28,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Out Of The Vein\14 Another Life.mp3,11
Losing A Whole Year,Third Eye Blind,Third Eye Blind,Alternative Rock,3:20,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\01 Losing A Whole Year.mp3,0
Narcolepsy,Third Eye Blind,Third Eye Blind,Alternative Rock,3:48,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\02 Narcolepsy.mp3,1
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,Alternative Rock,4:28,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\03 Semi-Charmed Life.mp3,2
Jumper,Third Eye Blind,Third Eye Blind,Alternative Rock,4:32,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\04 Jumper.mp3,3
Graduate,Third Eye Blind,Third Eye Blind,Alternative Rock,3:9,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\05 Graduate.mp3,4
How's It Going To Be,Third Eye Blind,Third Eye Blind,Alternative Rock,4:13,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\06 How's It Going To Be.mp3,5
Thanks A Lot,Third Eye Blind,Third Eye Blind,Alternative Rock,4:57,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\07 Thanks A Lot.mp3,6
Burning Man,Third Eye Blind,Third Eye Blind,Alternative Rock,2:59,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\08 Burning Man.mp3,7
Good For You,Third Eye Blind,Third Eye Blind,Alternative Rock,3:52,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\09 Good For You.mp3,8
London,Third Eye Blind,Third Eye Blind,Alternative Rock,3:7,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\10 London.mp3,9
I Want You,Third Eye Blind,Third Eye Blind,Alternative Rock,4:29,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\11 I Want You.mp3,10
The Background,Third Eye Blind,Third Eye Blind,Alternative Rock,4:56,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\12 The Background.mp3,11
Motorcycle Drive By,Third Eye Blind,Third Eye Blind,Alternative Rock,4:22,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\13 Motorcycle Drive By.mp3,12
God Of Wine,Third Eye Blind,Third Eye Blind,Alternative Rock,5:17,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Third Eye Blind\Third Eye Blind\14 God Of Wine.mp3,13
Endless,Toto,Isolation,Classic Rock,3:45,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Toto\Isolation\06 Endless.mp3,0
Repetition,TV on the Radio,Nine Types of Light,Indie,3:45,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\TV on the Radio\Nine Types of Light\08 Repetition.mp3,0
I Still Haven't Found What I'm Looking For,U2,The Best Of 1980-1990,Rock,4:40,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\U2\The Best Of 1980-1990\04 I Still Haven't Found What I'm Lo.mp3,0
Accel_World_Battle_Theme_Extended_dV,Unknown Artist,Unknown Album,Unknown,3:49,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Unknown Artist\Unknown Album\Accel_World_Battle_Theme_Extended_dV.mp3,0
Civil Twilight,"Weakerthans, The",Reunion Tour,Alternative & Punk,3:17,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\01 Civil Twilight.mp3",0
Hymn Of The Medical Oddity,"Weakerthans, The",Reunion Tour,Alternative & Punk,3:8,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\02 Hymn Of The Medical Oddity.mp3",1
Relative Surplus Value,"Weakerthans, The",Reunion Tour,Alternative & Punk,2:37,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\03 Relative Surplus Value.mp3",2
Tournament Of Hearts,"Weakerthans, The",Reunion Tour,Alternative & Punk,3:34,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\04 Tournament Of Hearts.mp3",3
Virtute The Cat Explains Her Departure,"Weakerthans, The",Reunion Tour,Alternative & Punk,4:8,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\05 Virtute The Cat Explains Her Depa.mp3",4
Elegy For Gump Worsley,"Weakerthans, The",Reunion Tour,Alternative & Punk,2:43,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\06 Elegy For Gump Worsley.mp3",5
Sun In An Empty Room,"Weakerthans, The",Reunion Tour,Alternative & Punk,4:0,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\07 Sun In An Empty Room.mp3",6
Night Windows,"Weakerthans, The",Reunion Tour,Alternative & Punk,4:35,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\08 Night Windows.mp3",7
Bigfoot!,"Weakerthans, The",Reunion Tour,Alternative & Punk,2:23,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\09 Bigfoot!.mp3",8
Reunion Tour,"Weakerthans, The",Reunion Tour,Alternative & Punk,2:7,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\10 Reunion Tour.mp3",9
Utilities,"Weakerthans, The",Reunion Tour,Alternative & Punk,4:34,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Weakerthans, The\Reunion Tour\11 Utilities.mp3",10
I Am The Sea,"Who, The","Music From The Film ""Quadrophenia""",Soundtrack,2:3,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Music From The Film _Quadrophenia_\01 I Am The Sea.mp3",0
The Real Me,"Who, The","Music From The Film ""Quadrophenia""",Soundtrack,3:31,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Music From The Film _Quadrophenia_\02 The Real Me.mp3",1
I'm The One,"Who, The","Music From The Film ""Quadrophenia""",Soundtrack,2:43,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Music From The Film _Quadrophenia_\03 I'm The One.mp3",2
Love Reign O'er Me,"Who, The","Music From The Film ""Quadrophenia""",Soundtrack,5:13,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Music From The Film _Quadrophenia_\05 Love Reign O'er Me.mp3",3
Bell Boy,"Who, The","Music From The Film ""Quadrophenia""",Soundtrack,4:57,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Music From The Film _Quadrophenia_\06 Bell Boy.mp3",4
Who Are You,"Who, The",The Who: The Ultimate Collection,Rock,6:21,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\The Who_ The Ultimate Collection\2-11 Who Are You.mp3",0
Tommy Can You Hear Me,"Who, The",Tommy,Rock,1:36,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Tommy\2-05 Tommy Can You Hear Me.mp3",0
Eyesight to the Blind,"Who, The",Tommy (Disc 1),Rock,2:14,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Tommy (Disc 1)\1-04 Eyesight to the Blind.mp3",0
Sally Simpson,"Who, The",Tommy (Disc 2),Rock,4:10,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Tommy (Disc 2)\2-09 Sally Simpson.mp3",0
The Song Is Over,"Who, The",Who's Next,Rock,6:18,"C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Who, The\Who's Next\05 The Song Is Over.mp3",0
Nobody's Diary,Yaz,You And Me Both,Pop,4:30,C:\Users\Devon Welch\Music\iTunes\iTunes Media\Music\Yaz\You And Me Both\01 Nobody's Diary.mp3,0
Sora iro Days,Nakagawa Shouko,Sora iro Days,Anime,4:13,C:\Users\Devon Welch\Downloads\01 - Sora iro Days.mp3,0
happily ever after,Nakagawa Shouko,Sora iro Days,Anime,3:30,C:\Users\Devon Welch\Downloads\02 - happily ever after.mp3,1
Mitsubachi no Sasayaki,Nakagawa Shouko,Sora iro Days,Anime,4:1,C:\Users\Devon Welch\Downloads\03 - Mitsubachi no Sasayaki.mp3,2
Sora iro Days -Instrumental-,Nakagawa Shouko,Sora iro Days,Anime,4:11,C:\Users\Devon Welch\Downloads\04 - Sora iro Days -Instrumental-.mp3,3
Rap is a Devil of a Man...... I think... it was...,Devon Welch,Downloads,Soundtrack,3:3,C:\Users\Devon Welch\Downloads\16 - Rap is a Devil of a Man.mp3,4
Cradle of the Ivory Moon,Serena,Soul Cradle Original sound track (DISC 02),Game,6:37,C:\Users\Devon Welch\Downloads\224 Cradle of the Ivory Moon.mp3,5
Atlantis!,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,5:25,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 01 - Atlantis!.mp3,0
STOP Signs,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,7:5,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 02 - STOP Signs.mp3,1
People are getting better,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,6:27,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 03 - People are getting better.mp3,2
Skin,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,5:33,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 04 - Skin.mp3,3
Help Wanted,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,5:1,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 05 - Help Wanted.mp3,4
the crickets have arthritis,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,7:39,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 06 - the crickets have arthritis.mp3,5
This is my voice,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,5:12,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 07 - This is my voice.mp3,6
Swallowed,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,4:33,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 08 - Swallowed.mp3,7
Let me go,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,8:13,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 09 - Let me go.mp3,8
apology,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,5:51,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 10 - apology.mp3,9
move pen move,Shane Koyczan,a pretty decent caqpe in my closet.,Speech,8:44,C:\Users\Devon Welch\Downloads\a pretty decent caqpe in my closet\Shane Koyczan - 11 - move pen move.mp3,10
Rolling in the Deep,Adele,21,Blue-eyed soul,3:49,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\01. Adele - Rolling in the Deep.mp3,0
Rumour Has It,Adele,21,Blue-eyed soul,3:43,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\02. Adele - Rumour Has It.mp3,1
Turning Tables,Adele,21,Blue-eyed soul,4:10,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\03. Adele - Turning Tables.mp3,2
Don't You Remember,Adele,21,Blue-eyed soul,4:3,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\04. Adele - Don't You Remember.mp3,3
Set Fire to the Rain,Adele,21,Blue-eyed soul,4:1,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\05. Adele - Set Fire to the Rain.mp3,4
He Won't Go,Adele,21,Blue-eyed soul,4:38,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\06. Adele - He Won't Go.mp3,5
Take It All,Adele,21,Blue-eyed soul,3:48,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\07. Adele - Take It All.mp3,6
I'll Be Waiting,Adele,21,Blue-eyed soul,4:1,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\08. Adele - I'll Be Waiting.mp3,7
One and Only,Adele,21,Blue-eyed soul,5:48,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\09. Adele - One and Only.mp3,8
Lovesong,Adele,21,Blue-eyed soul,5:16,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\10. Adele - Lovesong.mp3,9
Someone Like You,Adele,21,Blue-eyed soul,4:47,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\11. Adele - Someone Like You.mp3,10
I Found a Boy (Bonus Track),Adele,21,Blue-eyed soul,3:37,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\12. Adele - I Found a Boy (Bonus Track).mp3,11
Turning Tables (Live Acoustic),Adele,21,Blue-eyed soul,4:20,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\13. Adele - Turning Tables (Live Acoustic).mp3,12
Don't You Remember (Live Acoustic),Adele,21,Blue-eyed soul,4:18,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\14. Adele - Don't You Remember (Live Acoustic).mp3,13
Someone Like You (Live Acoustic),Adele,21,Blue-eyed soul,5:15,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\15. Adele - Someone Like You (Live Acoustic).mp3,14
If It Hadn't Been For Love (Bonus Track),Adele,21,Blue-eyed soul,3:8,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\16. Adele - If It Hadn't Been For Love (Bonus Track).mp3,15
Hiding My Heart (Bonus Track),Adele,21,Blue-eyed soul,3:28,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele - 21 [2011] + Bonus Tracks\17. Adele - Hiding My Heart (Bonus Track).mp3,16
Daydreamer,Adele,19 (Deluxe Edition),Blue-eyed soul,3:40,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\01. Adele - Daydreamer.mp3,0
Best for Last,Adele,19 (Deluxe Edition),Blue-eyed soul,4:18,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\02. Adele - Best for Last.mp3,1
Chasing Pavements,Adele,19 (Deluxe Edition),Blue-eyed soul,3:30,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\03. Adele - Chasing Pavements.mp3,2
Cold Shoulder,Adele,19 (Deluxe Edition),Blue-eyed soul,3:12,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\04. Adele - Cold Shoulder.mp3,3
Crazy for You,Adele,19 (Deluxe Edition),Blue-eyed soul,3:28,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\05. Adele - Crazy for You.mp3,4
Melt My Heart to Stone,Adele,19 (Deluxe Edition),Blue-eyed soul,3:24,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\06. Adele - Melt My Heart to Stone.mp3,5
First Love,Adele,19 (Deluxe Edition),Blue-eyed soul,3:10,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\07. Adele - First Love.mp3,6
Right As Rain,Adele,19 (Deluxe Edition),Blue-eyed soul,3:17,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\08. Adele - Right As Rain.mp3,7
Make You Feel My Love,Adele,19 (Deluxe Edition),Blue-eyed soul,3:32,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\09. Adele - Make You Feel My Love.mp3,8
My Same,Adele,19 (Deluxe Edition),Blue-eyed soul,3:15,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\10. Adele - My Same.mp3,9
Tired,Adele,19 (Deluxe Edition),Blue-eyed soul,4:19,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\11. Adele - Tired.mp3,10
Hometown Glory,Adele,19 (Deluxe Edition),Blue-eyed soul,4:31,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\12. Adele - Hometown Glory.mp3,11
Chasing Pavements (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:52,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\13. Adele - Chasing Pavements (Live At Hotel Cafe).mp3,12
Melt My Heart to Stone (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:22,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\14. Adele - Melt My Heart to Stone (Live At Hotel Cafe).mp3,13
"That's It, I Quit, I'm Movin' On (Live At Hotel Cafe)",Adele,19 (Deluxe Edition),Blue-eyed soul,2:7,"C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\15. Adele - That's It, I Quit, I'm Movin' On (Live At Hotel Cafe).mp3",14
Crazy for You (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:43,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\16. Adele - Crazy for You (Live At Hotel Cafe).mp3,15
Right As Rain (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:32,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\17. Adele - Right As Rain (Live At Hotel Cafe).mp3,16
My Same (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:5,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\18. Adele - My Same (Live At Hotel Cafe).mp3,17
Make You Feel My Love (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:52,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\19. Adele - Make You Feel My Love (Live At Hotel Cafe).mp3,18
Daydreamer (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:41,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\20. Adele - Daydreamer (Live At Hotel Cafe).mp3,19
Hometown Glory (Live At Hotel Cafe),Adele,19 (Deluxe Edition),Blue-eyed soul,3:48,C:\Users\Devon Welch\Downloads\Adele - Discography (Complete) [2008 - 2011]\Adele -19 [2008] (Deluxe Version)\21. Adele - Hometown Glory (Live At Hotel Cafe).mp3,20
